idx,is_inclusive,premise,question,label
4860,1,Enrique is sharp or Leona is agreeable. Enrique is not sharp.,Leona is not agreeable,0
4861,1,Guido is not inactive or Annie is not blunt. Annie is blunt.,Guido is inactive,0
4862,1,Guido is not inactive or Annie is not blunt. Annie is blunt.,Guido is not inactive,1
4863,1,Guido is not inactive or Annie is not blunt. Annie is blunt.,Annie is blunt,1
4864,1,Guido is not inactive or Annie is not blunt. Annie is blunt.,Annie is not blunt,0
4865,0,Either Davion is gluttonous or Francis is assertive. Davion is not gluttonous.,Davion is gluttonous,0
4866,0,Either Davion is gluttonous or Francis is assertive. Davion is not gluttonous.,Davion is not gluttonous,1
4867,0,Either Davion is gluttonous or Francis is assertive. Davion is not gluttonous.,Francis is assertive,1
4868,0,Either Davion is gluttonous or Francis is assertive. Davion is not gluttonous.,Francis is not assertive,0
4869,1,Rosanna is decisive or Quinton is not agile. Rosanna is decisive.,Rosanna is decisive,1
4870,1,Rosanna is decisive or Quinton is not agile. Rosanna is decisive.,Rosanna is not decisive,0
4871,1,Rosanna is decisive or Quinton is not agile. Rosanna is decisive.,Quinton is agile,1
4872,1,Rosanna is decisive or Quinton is not agile. Rosanna is decisive.,Quinton is not agile,1
4873,1,Lenora is not unwilling or Theo is not motivated. Lenora is not unwilling.,Lenora is unwilling,0
4874,1,Lenora is not unwilling or Theo is not motivated. Lenora is not unwilling.,Lenora is not unwilling,1
4875,1,Lenora is not unwilling or Theo is not motivated. Lenora is not unwilling.,Theo is motivated,1
4876,1,Lenora is not unwilling or Theo is not motivated. Lenora is not unwilling.,Theo is not motivated,1
4877,0,Either Vicente is not immodest or Herlinda is not frank. Vicente is not immodest.,Vicente is immodest,0
4878,0,Either Vicente is not immodest or Herlinda is not frank. Vicente is not immodest.,Vicente is not immodest,1
4879,0,Either Vicente is not immodest or Herlinda is not frank. Vicente is not immodest.,Herlinda is frank,1
4880,0,Either Vicente is not immodest or Herlinda is not frank. Vicente is not immodest.,Herlinda is not frank,0
4881,0,Either Press is not selfish or Bennett is not irritating. Press is selfish.,Press is selfish,1
4882,0,Either Press is not selfish or Bennett is not irritating. Press is selfish.,Press is not selfish,0
4883,0,Either Press is not selfish or Bennett is not irritating. Press is selfish.,Bennett is irritating,0
4884,0,Either Press is not selfish or Bennett is not irritating. Press is selfish.,Bennett is not irritating,1
4885,0,Either Justice is obliging or Mack is not competent. Justice is obliging.,Justice is obliging,1
4886,0,Either Justice is obliging or Mack is not competent. Justice is obliging.,Justice is not obliging,0
4887,0,Either Justice is obliging or Mack is not competent. Justice is obliging.,Mack is competent,1
4888,0,Either Justice is obliging or Mack is not competent. Justice is obliging.,Mack is not competent,0
4889,1,Jefferson is not childish or Ben is practical. Jefferson is not childish.,Jefferson is childish,0
4890,1,Jefferson is not childish or Ben is practical. Jefferson is not childish.,Jefferson is not childish,1
4891,1,Jefferson is not childish or Ben is practical. Jefferson is not childish.,Ben is practical,1
4892,1,Jefferson is not childish or Ben is practical. Jefferson is not childish.,Ben is not practical,1
4893,0,Either Martin is not irascible or Colt is idiotic. Colt is not idiotic.,Martin is irascible,0
4894,0,Either Martin is not irascible or Colt is idiotic. Colt is not idiotic.,Martin is not irascible,1
4895,0,Either Martin is not irascible or Colt is idiotic. Colt is not idiotic.,Colt is idiotic,0
4896,0,Either Martin is not irascible or Colt is idiotic. Colt is not idiotic.,Colt is not idiotic,1
4897,1,Gina is not careful or Margaret is not plucky. Gina is not careful.,Gina is careful,0
4898,1,Gina is not careful or Margaret is not plucky. Gina is not careful.,Gina is not careful,1
4899,1,Gina is not careful or Margaret is not plucky. Gina is not careful.,Margaret is plucky,1
4900,1,Gina is not careful or Margaret is not plucky. Gina is not careful.,Margaret is not plucky,1
4901,1,Bobby is not disruptive or Hunter is keen. Hunter is not keen.,Bobby is disruptive,0
4902,1,Bobby is not disruptive or Hunter is keen. Hunter is not keen.,Bobby is not disruptive,1
4903,1,Bobby is not disruptive or Hunter is keen. Hunter is not keen.,Hunter is keen,0
4904,1,Bobby is not disruptive or Hunter is keen. Hunter is not keen.,Hunter is not keen,1
4905,1,Arlan is not dull or Jo is abnormal. Arlan is dull.,Arlan is dull,1
4906,1,Arlan is not dull or Jo is abnormal. Arlan is dull.,Arlan is not dull,0
4907,1,Arlan is not dull or Jo is abnormal. Arlan is dull.,Jo is abnormal,1
4908,1,Arlan is not dull or Jo is abnormal. Arlan is dull.,Jo is not abnormal,0
4909,0,Either Ernie is not conceited or Alexander is not cordial. Alexander is cordial.,Ernie is conceited,0
4910,0,Either Ernie is not conceited or Alexander is not cordial. Alexander is cordial.,Ernie is not conceited,1
4911,0,Either Ernie is not conceited or Alexander is not cordial. Alexander is cordial.,Alexander is cordial,1
4912,0,Either Ernie is not conceited or Alexander is not cordial. Alexander is cordial.,Alexander is not cordial,0
4913,0,Either Jaime is friendly or Sydney is not querulous. Sydney is not querulous.,Jaime is friendly,0
4914,0,Either Jaime is friendly or Sydney is not querulous. Sydney is not querulous.,Jaime is not friendly,1
4915,0,Either Jaime is friendly or Sydney is not querulous. Sydney is not querulous.,Sydney is querulous,0
4916,0,Either Jaime is friendly or Sydney is not querulous. Sydney is not querulous.,Sydney is not querulous,1
4917,0,Either Juli is fabulous or Washington is not orderly. Washington is orderly.,Juli is fabulous,1
4918,0,Either Juli is fabulous or Washington is not orderly. Washington is orderly.,Juli is not fabulous,0
4919,0,Either Juli is fabulous or Washington is not orderly. Washington is orderly.,Washington is orderly,1
4920,0,Either Juli is fabulous or Washington is not orderly. Washington is orderly.,Washington is not orderly,0
4921,1,Jesse is not pleasant or Mathew is not mature. Jesse is not pleasant.,Jesse is pleasant,0
4922,1,Jesse is not pleasant or Mathew is not mature. Jesse is not pleasant.,Jesse is not pleasant,1
4923,1,Jesse is not pleasant or Mathew is not mature. Jesse is not pleasant.,Mathew is mature,1
4924,1,Jesse is not pleasant or Mathew is not mature. Jesse is not pleasant.,Mathew is not mature,1
4925,1,Frankie is not silly or Ruby is not talented. Frankie is silly.,Frankie is silly,1
4926,1,Frankie is not silly or Ruby is not talented. Frankie is silly.,Frankie is not silly,0
4927,1,Frankie is not silly or Ruby is not talented. Frankie is silly.,Ruby is talented,0
4928,1,Frankie is not silly or Ruby is not talented. Frankie is silly.,Ruby is not talented,1
4929,0,Either Carlos is not conceited or Julio is unguarded. Carlos is conceited.,Carlos is conceited,1
4930,0,Either Carlos is not conceited or Julio is unguarded. Carlos is conceited.,Carlos is not conceited,0
4931,0,Either Carlos is not conceited or Julio is unguarded. Carlos is conceited.,Julio is unguarded,1
4932,0,Either Carlos is not conceited or Julio is unguarded. Carlos is conceited.,Julio is not unguarded,0
4933,1,Merle is shy or Jere is not cold. Merle is shy.,Merle is shy,1
4934,1,Merle is shy or Jere is not cold. Merle is shy.,Merle is not shy,0
4935,1,Merle is shy or Jere is not cold. Merle is shy.,Jere is cold,1
4936,1,Merle is shy or Jere is not cold. Merle is shy.,Jere is not cold,1
4937,1,Mardell is resigned or Erich is motivated. Mardell is not resigned.,Mardell is resigned,0
4938,1,Mardell is resigned or Erich is motivated. Mardell is not resigned.,Mardell is not resigned,1
4939,1,Mardell is resigned or Erich is motivated. Mardell is not resigned.,Erich is motivated,1
4940,1,Mardell is resigned or Erich is motivated. Mardell is not resigned.,Erich is not motivated,0
4941,1,Rosita is not guarded or George is slight. Rosita is guarded.,Rosita is guarded,1
4942,1,Rosita is not guarded or George is slight. Rosita is guarded.,Rosita is not guarded,0
4943,1,Rosita is not guarded or George is slight. Rosita is guarded.,George is slight,1
4944,1,Rosita is not guarded or George is slight. Rosita is guarded.,George is not slight,0
4945,1,Dimitri is powerful or Jackson is not logical. Jackson is logical.,Dimitri is powerful,1
4946,1,Dimitri is powerful or Jackson is not logical. Jackson is logical.,Dimitri is not powerful,0
4947,1,Dimitri is powerful or Jackson is not logical. Jackson is logical.,Jackson is logical,1
4948,1,Dimitri is powerful or Jackson is not logical. Jackson is logical.,Jackson is not logical,0
4949,1,Orin is stable or Hattie is crafty. Orin is not stable.,Orin is stable,0
4950,1,Orin is stable or Hattie is crafty. Orin is not stable.,Orin is not stable,1
4951,1,Orin is stable or Hattie is crafty. Orin is not stable.,Hattie is crafty,1
4952,1,Orin is stable or Hattie is crafty. Orin is not stable.,Hattie is not crafty,0
4953,0,Either Torrance is not careful or Albina is not unhelpful. Albina is unhelpful.,Torrance is careful,0
4954,0,Either Torrance is not careful or Albina is not unhelpful. Albina is unhelpful.,Torrance is not careful,1
4955,0,Either Torrance is not careful or Albina is not unhelpful. Albina is unhelpful.,Albina is unhelpful,1
4956,0,Either Torrance is not careful or Albina is not unhelpful. Albina is unhelpful.,Albina is not unhelpful,0
4957,0,Either Gretta is not beautiful or Janice is not drugged. Janice is not drugged.,Gretta is beautiful,1
4958,0,Either Gretta is not beautiful or Janice is not drugged. Janice is not drugged.,Gretta is not beautiful,0
4959,0,Either Gretta is not beautiful or Janice is not drugged. Janice is not drugged.,Janice is drugged,0
4960,0,Either Gretta is not beautiful or Janice is not drugged. Janice is not drugged.,Janice is not drugged,1
4961,0,Either William is not saucy or Mahlon is fussy. Mahlon is fussy.,William is saucy,1
4962,0,Either William is not saucy or Mahlon is fussy. Mahlon is fussy.,William is not saucy,0
4963,0,Either William is not saucy or Mahlon is fussy. Mahlon is fussy.,Mahlon is fussy,1
4964,0,Either William is not saucy or Mahlon is fussy. Mahlon is fussy.,Mahlon is not fussy,0
4965,1,Clarence is cautious or Amie is lean. Amie is lean.,Clarence is cautious,1
4966,1,Clarence is cautious or Amie is lean. Amie is lean.,Clarence is not cautious,1
4967,1,Clarence is cautious or Amie is lean. Amie is lean.,Amie is lean,1
4968,1,Clarence is cautious or Amie is lean. Amie is lean.,Amie is not lean,0
4969,0,Either Caleb is not testy or Erik is respected. Erik is respected.,Caleb is testy,1
4970,0,Either Caleb is not testy or Erik is respected. Erik is respected.,Caleb is not testy,0
4971,0,Either Caleb is not testy or Erik is respected. Erik is respected.,Erik is respected,1
4972,0,Either Caleb is not testy or Erik is respected. Erik is respected.,Erik is not respected,0
4973,1,Leigh is candid or Riley is not crafty. Riley is not crafty.,Leigh is candid,1
4974,1,Leigh is candid or Riley is not crafty. Riley is not crafty.,Leigh is not candid,1
4975,1,Leigh is candid or Riley is not crafty. Riley is not crafty.,Riley is crafty,0
4976,1,Leigh is candid or Riley is not crafty. Riley is not crafty.,Riley is not crafty,1
4977,0,Either Clifton is not punctual or Shelby is stable. Clifton is punctual.,Clifton is punctual,1
4978,0,Either Clifton is not punctual or Shelby is stable. Clifton is punctual.,Clifton is not punctual,0
4979,0,Either Clifton is not punctual or Shelby is stable. Clifton is punctual.,Shelby is stable,1
4980,0,Either Clifton is not punctual or Shelby is stable. Clifton is punctual.,Shelby is not stable,0
4981,1,Aurelia is not coherent or Jesse is not cheerful. Aurelia is coherent.,Aurelia is coherent,1
4982,1,Aurelia is not coherent or Jesse is not cheerful. Aurelia is coherent.,Aurelia is not coherent,0
4983,1,Aurelia is not coherent or Jesse is not cheerful. Aurelia is coherent.,Jesse is cheerful,0
4984,1,Aurelia is not coherent or Jesse is not cheerful. Aurelia is coherent.,Jesse is not cheerful,1
4985,1,Adaline is normal or Jessie is not zealous. Jessie is not zealous.,Adaline is normal,1
4986,1,Adaline is normal or Jessie is not zealous. Jessie is not zealous.,Adaline is not normal,1
4987,1,Adaline is normal or Jessie is not zealous. Jessie is not zealous.,Jessie is zealous,0
4988,1,Adaline is normal or Jessie is not zealous. Jessie is not zealous.,Jessie is not zealous,1
4989,1,Cyril is content or Sena is ferocious. Sena is not ferocious.,Cyril is content,1
4990,1,Cyril is content or Sena is ferocious. Sena is not ferocious.,Cyril is not content,0
4991,1,Cyril is content or Sena is ferocious. Sena is not ferocious.,Sena is ferocious,0
4992,1,Cyril is content or Sena is ferocious. Sena is not ferocious.,Sena is not ferocious,1
4993,0,Either Iola is not silly or Maxine is picky. Maxine is picky.,Iola is silly,1
4994,0,Either Iola is not silly or Maxine is picky. Maxine is picky.,Iola is not silly,0
4995,0,Either Iola is not silly or Maxine is picky. Maxine is picky.,Maxine is picky,1
4996,0,Either Iola is not silly or Maxine is picky. Maxine is picky.,Maxine is not picky,0
4997,1,Doug is not slovenly or Edmund is not lazy. Doug is not slovenly.,Doug is slovenly,0
4998,1,Doug is not slovenly or Edmund is not lazy. Doug is not slovenly.,Doug is not slovenly,1
4999,1,Doug is not slovenly or Edmund is not lazy. Doug is not slovenly.,Edmund is lazy,1
5000,1,Doug is not slovenly or Edmund is not lazy. Doug is not slovenly.,Edmund is not lazy,1
5001,0,Either Porter is frank or Lurline is shy. Porter is frank.,Porter is frank,1
5002,0,Either Porter is frank or Lurline is shy. Porter is frank.,Porter is not frank,0
5003,0,Either Porter is frank or Lurline is shy. Porter is frank.,Lurline is shy,0
5004,0,Either Porter is frank or Lurline is shy. Porter is frank.,Lurline is not shy,1
5005,0,Either Thaddeus is not deft or Wilbur is not sincere. Wilbur is sincere.,Thaddeus is deft,0
5006,0,Either Thaddeus is not deft or Wilbur is not sincere. Wilbur is sincere.,Thaddeus is not deft,1
5007,0,Either Thaddeus is not deft or Wilbur is not sincere. Wilbur is sincere.,Wilbur is sincere,1
5008,0,Either Thaddeus is not deft or Wilbur is not sincere. Wilbur is sincere.,Wilbur is not sincere,0
5009,1,Bette is careless or Ted is not friendly. Bette is not careless.,Bette is careless,0
5010,1,Bette is careless or Ted is not friendly. Bette is not careless.,Bette is not careless,1
5011,1,Bette is careless or Ted is not friendly. Bette is not careless.,Ted is friendly,0
5012,1,Bette is careless or Ted is not friendly. Bette is not careless.,Ted is not friendly,1
5013,1,Alexandro is not impatient or Michel is not prejudiced. Alexandro is impatient.,Alexandro is impatient,1
5014,1,Alexandro is not impatient or Michel is not prejudiced. Alexandro is impatient.,Alexandro is not impatient,0
5015,1,Alexandro is not impatient or Michel is not prejudiced. Alexandro is impatient.,Michel is prejudiced,0
5016,1,Alexandro is not impatient or Michel is not prejudiced. Alexandro is impatient.,Michel is not prejudiced,1
5017,0,Either Aida is charming or Carroll is childish. Carroll is childish.,Aida is charming,0
5018,0,Either Aida is charming or Carroll is childish. Carroll is childish.,Aida is not charming,1
5019,0,Either Aida is charming or Carroll is childish. Carroll is childish.,Carroll is childish,1
5020,0,Either Aida is charming or Carroll is childish. Carroll is childish.,Carroll is not childish,0
5021,0,Either Tre is flabby or Angelo is fussy. Angelo is not fussy.,Tre is flabby,1
5022,0,Either Tre is flabby or Angelo is fussy. Angelo is not fussy.,Tre is not flabby,0
5023,0,Either Tre is flabby or Angelo is fussy. Angelo is not fussy.,Angelo is fussy,0
5024,0,Either Tre is flabby or Angelo is fussy. Angelo is not fussy.,Angelo is not fussy,1
5025,1,Milton is average or Jay is not respectful. Milton is average.,Milton is average,1
5026,1,Milton is average or Jay is not respectful. Milton is average.,Milton is not average,0
5027,1,Milton is average or Jay is not respectful. Milton is average.,Jay is respectful,1
5028,1,Milton is average or Jay is not respectful. Milton is average.,Jay is not respectful,1
5029,1,Anne is not great or Alford is not kind. Alford is kind.,Anne is great,0
5030,1,Anne is not great or Alford is not kind. Alford is kind.,Anne is not great,1
5031,1,Anne is not great or Alford is not kind. Alford is kind.,Alford is kind,1
5032,1,Anne is not great or Alford is not kind. Alford is kind.,Alford is not kind,0
5033,0,Either Emmitt is resigned or Eldridge is not emotional. Emmitt is not resigned.,Emmitt is resigned,0
5034,0,Either Emmitt is resigned or Eldridge is not emotional. Emmitt is not resigned.,Emmitt is not resigned,1
5035,0,Either Emmitt is resigned or Eldridge is not emotional. Emmitt is not resigned.,Eldridge is emotional,0
5036,0,Either Emmitt is resigned or Eldridge is not emotional. Emmitt is not resigned.,Eldridge is not emotional,1
5037,1,Alfred is not groggy or Nathaniel is lively. Alfred is groggy.,Alfred is groggy,1
5038,1,Alfred is not groggy or Nathaniel is lively. Alfred is groggy.,Alfred is not groggy,0
5039,1,Alfred is not groggy or Nathaniel is lively. Alfred is groggy.,Nathaniel is lively,1
5040,1,Alfred is not groggy or Nathaniel is lively. Alfred is groggy.,Nathaniel is not lively,0
5041,0,Either Archie is not clean or Maxine is not bright. Archie is not clean.,Archie is clean,0
5042,0,Either Archie is not clean or Maxine is not bright. Archie is not clean.,Archie is not clean,1
5043,0,Either Archie is not clean or Maxine is not bright. Archie is not clean.,Maxine is bright,1
5044,0,Either Archie is not clean or Maxine is not bright. Archie is not clean.,Maxine is not bright,0
5045,0,Either Val is not passionate or Kurt is not blunt. Val is not passionate.,Val is passionate,0
5046,0,Either Val is not passionate or Kurt is not blunt. Val is not passionate.,Val is not passionate,1
5047,0,Either Val is not passionate or Kurt is not blunt. Val is not passionate.,Kurt is blunt,1
5048,0,Either Val is not passionate or Kurt is not blunt. Val is not passionate.,Kurt is not blunt,0
5049,0,Either Gail is not impulsive or Caroline is practical. Gail is impulsive.,Gail is impulsive,1
5050,0,Either Gail is not impulsive or Caroline is practical. Gail is impulsive.,Gail is not impulsive,0
5051,0,Either Gail is not impulsive or Caroline is practical. Gail is impulsive.,Caroline is practical,1
5052,0,Either Gail is not impulsive or Caroline is practical. Gail is impulsive.,Caroline is not practical,0
5053,1,Otho is not dreary or Elva is negative. Otho is dreary.,Otho is dreary,1
5054,1,Otho is not dreary or Elva is negative. Otho is dreary.,Otho is not dreary,0
5055,1,Otho is not dreary or Elva is negative. Otho is dreary.,Elva is negative,1
5056,1,Otho is not dreary or Elva is negative. Otho is dreary.,Elva is not negative,0
5057,1,Stevie is not wary or Amalia is gentle. Amalia is not gentle.,Stevie is wary,0
5058,1,Stevie is not wary or Amalia is gentle. Amalia is not gentle.,Stevie is not wary,1
5059,1,Stevie is not wary or Amalia is gentle. Amalia is not gentle.,Amalia is gentle,0
5060,1,Stevie is not wary or Amalia is gentle. Amalia is not gentle.,Amalia is not gentle,1
5061,0,Either Mozell is idiotic or Mikel is lovely. Mozell is idiotic.,Mozell is idiotic,1
5062,0,Either Mozell is idiotic or Mikel is lovely. Mozell is idiotic.,Mozell is not idiotic,0
5063,0,Either Mozell is idiotic or Mikel is lovely. Mozell is idiotic.,Mikel is lovely,0
5064,0,Either Mozell is idiotic or Mikel is lovely. Mozell is idiotic.,Mikel is not lovely,1
5065,1,Quincy is numb or Nolan is not buff. Quincy is numb.,Quincy is numb,1
5066,1,Quincy is numb or Nolan is not buff. Quincy is numb.,Quincy is not numb,0
5067,1,Quincy is numb or Nolan is not buff. Quincy is numb.,Nolan is buff,1
5068,1,Quincy is numb or Nolan is not buff. Quincy is numb.,Nolan is not buff,1
5069,1,Flora is intolerant or Rosalind is not resentful. Rosalind is not resentful.,Flora is intolerant,1
5070,1,Flora is intolerant or Rosalind is not resentful. Rosalind is not resentful.,Flora is not intolerant,1
5071,1,Flora is intolerant or Rosalind is not resentful. Rosalind is not resentful.,Rosalind is resentful,0
5072,1,Flora is intolerant or Rosalind is not resentful. Rosalind is not resentful.,Rosalind is not resentful,1
5073,0,Either Lindsey is not indolent or Kevin is not resentful. Lindsey is indolent.,Lindsey is indolent,1
5074,0,Either Lindsey is not indolent or Kevin is not resentful. Lindsey is indolent.,Lindsey is not indolent,0
5075,0,Either Lindsey is not indolent or Kevin is not resentful. Lindsey is indolent.,Kevin is resentful,0
5076,0,Either Lindsey is not indolent or Kevin is not resentful. Lindsey is indolent.,Kevin is not resentful,1
5077,1,Candace is not apathetic or Winston is not clumsy. Winston is not clumsy.,Candace is apathetic,1
5078,1,Candace is not apathetic or Winston is not clumsy. Winston is not clumsy.,Candace is not apathetic,1
5079,1,Candace is not apathetic or Winston is not clumsy. Winston is not clumsy.,Winston is clumsy,0
5080,1,Candace is not apathetic or Winston is not clumsy. Winston is not clumsy.,Winston is not clumsy,1
5081,1,Murray is paternal or Coy is hesitant. Coy is not hesitant.,Murray is paternal,1
5082,1,Murray is paternal or Coy is hesitant. Coy is not hesitant.,Murray is not paternal,0
5083,1,Murray is paternal or Coy is hesitant. Coy is not hesitant.,Coy is hesitant,0
5084,1,Murray is paternal or Coy is hesitant. Coy is not hesitant.,Coy is not hesitant,1
5085,0,Either Alfredo is not cranky or Lorena is not slow. Alfredo is cranky.,Alfredo is cranky,1
5086,0,Either Alfredo is not cranky or Lorena is not slow. Alfredo is cranky.,Alfredo is not cranky,0
5087,0,Either Alfredo is not cranky or Lorena is not slow. Alfredo is cranky.,Lorena is slow,0
5088,0,Either Alfredo is not cranky or Lorena is not slow. Alfredo is cranky.,Lorena is not slow,1
5089,1,Rodolfo is lithe or Rutherford is ridiculous. Rutherford is ridiculous.,Rodolfo is lithe,1
5090,1,Rodolfo is lithe or Rutherford is ridiculous. Rutherford is ridiculous.,Rodolfo is not lithe,1
5091,1,Rodolfo is lithe or Rutherford is ridiculous. Rutherford is ridiculous.,Rutherford is ridiculous,1
5092,1,Rodolfo is lithe or Rutherford is ridiculous. Rutherford is ridiculous.,Rutherford is not ridiculous,0
5093,1,Elizabeth is not plucky or Jacob is not plucky. Elizabeth is not plucky.,Elizabeth is plucky,0
5094,1,Elizabeth is not plucky or Jacob is not plucky. Elizabeth is not plucky.,Elizabeth is not plucky,1
5095,1,Elizabeth is not plucky or Jacob is not plucky. Elizabeth is not plucky.,Jacob is plucky,1
5096,1,Elizabeth is not plucky or Jacob is not plucky. Elizabeth is not plucky.,Jacob is not plucky,1
5097,1,Lavon is stable or Helen is not realistic. Helen is realistic.,Lavon is stable,1
5098,1,Lavon is stable or Helen is not realistic. Helen is realistic.,Lavon is not stable,0
5099,1,Lavon is stable or Helen is not realistic. Helen is realistic.,Helen is realistic,1
5100,1,Lavon is stable or Helen is not realistic. Helen is realistic.,Helen is not realistic,0
5101,0,Either Letha is not respected or Bennett is not agreeable. Bennett is agreeable.,Letha is respected,0
5102,0,Either Letha is not respected or Bennett is not agreeable. Bennett is agreeable.,Letha is not respected,1
5103,0,Either Letha is not respected or Bennett is not agreeable. Bennett is agreeable.,Bennett is agreeable,1
5104,0,Either Letha is not respected or Bennett is not agreeable. Bennett is agreeable.,Bennett is not agreeable,0
5105,0,Either Claribel is not caustic or Art is not emotional. Art is not emotional.,Claribel is caustic,1
5106,0,Either Claribel is not caustic or Art is not emotional. Art is not emotional.,Claribel is not caustic,0
5107,0,Either Claribel is not caustic or Art is not emotional. Art is not emotional.,Art is emotional,0
5108,0,Either Claribel is not caustic or Art is not emotional. Art is not emotional.,Art is not emotional,1
5109,0,Either Leon is not curious or Alan is not irritating. Alan is not irritating.,Leon is curious,1
5110,0,Either Leon is not curious or Alan is not irritating. Alan is not irritating.,Leon is not curious,0
5111,0,Either Leon is not curious or Alan is not irritating. Alan is not irritating.,Alan is irritating,0
5112,0,Either Leon is not curious or Alan is not irritating. Alan is not irritating.,Alan is not irritating,1
5113,0,Either Marcellus is watchful or Garrison is not grave. Garrison is grave.,Marcellus is watchful,1
5114,0,Either Marcellus is watchful or Garrison is not grave. Garrison is grave.,Marcellus is not watchful,0
5115,0,Either Marcellus is watchful or Garrison is not grave. Garrison is grave.,Garrison is grave,1
5116,0,Either Marcellus is watchful or Garrison is not grave. Garrison is grave.,Garrison is not grave,0
5117,1,Edgar is not clever or Royal is easy-going. Edgar is not clever.,Edgar is clever,0
5118,1,Edgar is not clever or Royal is easy-going. Edgar is not clever.,Edgar is not clever,1
5119,1,Edgar is not clever or Royal is easy-going. Edgar is not clever.,Royal is easy-going,1
5120,1,Edgar is not clever or Royal is easy-going. Edgar is not clever.,Royal is not easy-going,1
5121,0,Either Thomas is helpful or Luther is easy-going. Luther is not easy-going.,Thomas is helpful,1
5122,0,Either Thomas is helpful or Luther is easy-going. Luther is not easy-going.,Thomas is not helpful,0
5123,0,Either Thomas is helpful or Luther is easy-going. Luther is not easy-going.,Luther is easy-going,0
5124,0,Either Thomas is helpful or Luther is easy-going. Luther is not easy-going.,Luther is not easy-going,1
5125,0,Either Conner is reclusive or Lottie is not ridiculous. Lottie is not ridiculous.,Conner is reclusive,0
5126,0,Either Conner is reclusive or Lottie is not ridiculous. Lottie is not ridiculous.,Conner is not reclusive,1
5127,0,Either Conner is reclusive or Lottie is not ridiculous. Lottie is not ridiculous.,Lottie is ridiculous,0
5128,0,Either Conner is reclusive or Lottie is not ridiculous. Lottie is not ridiculous.,Lottie is not ridiculous,1
5129,0,Either Derald is dowdy or Floyd is not numb. Floyd is not numb.,Derald is dowdy,0
5130,0,Either Derald is dowdy or Floyd is not numb. Floyd is not numb.,Derald is not dowdy,1
5131,0,Either Derald is dowdy or Floyd is not numb. Floyd is not numb.,Floyd is numb,0
5132,0,Either Derald is dowdy or Floyd is not numb. Floyd is not numb.,Floyd is not numb,1
5133,1,Wilma is polite or Theodore is not volcanic. Theodore is volcanic.,Wilma is polite,1
5134,1,Wilma is polite or Theodore is not volcanic. Theodore is volcanic.,Wilma is not polite,0
5135,1,Wilma is polite or Theodore is not volcanic. Theodore is volcanic.,Theodore is volcanic,1
5136,1,Wilma is polite or Theodore is not volcanic. Theodore is volcanic.,Theodore is not volcanic,0
5137,0,Either Cheryll is numb or Joseph is not eager. Joseph is not eager.,Cheryll is numb,0
5138,0,Either Cheryll is numb or Joseph is not eager. Joseph is not eager.,Cheryll is not numb,1
5139,0,Either Cheryll is numb or Joseph is not eager. Joseph is not eager.,Joseph is eager,0
5140,0,Either Cheryll is numb or Joseph is not eager. Joseph is not eager.,Joseph is not eager,1
5141,1,Jayden is not hesitant or Avery is emotional. Avery is emotional.,Jayden is hesitant,1
5142,1,Jayden is not hesitant or Avery is emotional. Avery is emotional.,Jayden is not hesitant,1
5143,1,Jayden is not hesitant or Avery is emotional. Avery is emotional.,Avery is emotional,1
5144,1,Jayden is not hesitant or Avery is emotional. Avery is emotional.,Avery is not emotional,0
5145,1,Lula is not churlish or Carmelo is not proud. Lula is not churlish.,Lula is churlish,0
5146,1,Lula is not churlish or Carmelo is not proud. Lula is not churlish.,Lula is not churlish,1
5147,1,Lula is not churlish or Carmelo is not proud. Lula is not churlish.,Carmelo is proud,1
5148,1,Lula is not churlish or Carmelo is not proud. Lula is not churlish.,Carmelo is not proud,1
5149,1,Milburn is dextrous or Finis is not nosy. Milburn is dextrous.,Milburn is dextrous,1
5150,1,Milburn is dextrous or Finis is not nosy. Milburn is dextrous.,Milburn is not dextrous,0
5151,1,Milburn is dextrous or Finis is not nosy. Milburn is dextrous.,Finis is nosy,1
5152,1,Milburn is dextrous or Finis is not nosy. Milburn is dextrous.,Finis is not nosy,1
5153,1,Elsie is not gluttonous or Carolyn is cowardly. Elsie is gluttonous.,Elsie is gluttonous,1
5154,1,Elsie is not gluttonous or Carolyn is cowardly. Elsie is gluttonous.,Elsie is not gluttonous,0
5155,1,Elsie is not gluttonous or Carolyn is cowardly. Elsie is gluttonous.,Carolyn is cowardly,1
5156,1,Elsie is not gluttonous or Carolyn is cowardly. Elsie is gluttonous.,Carolyn is not cowardly,0
5157,0,Either Victor is not serious or Vern is not crass. Victor is serious.,Victor is serious,1
5158,0,Either Victor is not serious or Vern is not crass. Victor is serious.,Victor is not serious,0
5159,0,Either Victor is not serious or Vern is not crass. Victor is serious.,Vern is crass,0
5160,0,Either Victor is not serious or Vern is not crass. Victor is serious.,Vern is not crass,1
5161,1,Kirby is not snazzy or Helen is civil. Kirby is snazzy.,Kirby is snazzy,1
5162,1,Kirby is not snazzy or Helen is civil. Kirby is snazzy.,Kirby is not snazzy,0
5163,1,Kirby is not snazzy or Helen is civil. Kirby is snazzy.,Helen is civil,1
5164,1,Kirby is not snazzy or Helen is civil. Kirby is snazzy.,Helen is not civil,0
5165,1,Earlie is not easy-going or Milo is disruptive. Milo is disruptive.,Earlie is easy-going,1
5166,1,Earlie is not easy-going or Milo is disruptive. Milo is disruptive.,Earlie is not easy-going,1
